user_id,expedition_id
29387394,133645990
29387394,133645974
29509787,133644174
29509787,133643917
29509787,133643772
29509787,133643765
29509787,133643747
29509787,133643735
29509787,133643690
29509787,133642344
29509787,133642313
29509787,133642258
29509787,133641677
29509787,133641151
29387394,133639879
29387394,133639740
29509787,133639722
29387394,133639636
29509787,133639620
29509787,133639139
29387394,133639115
29387394,133638927
29387394,133638859
29387394,133638794
29387394,133638699
29387394,133638674
29387394,133638632
29387394,133638602
29509787,133638520
29387394,133638305
29509787,133638245
29387394,133638231
29509787,133638212
29387394,133638183
29387394,133638159
29387394,133638132
29387394,133638110
29387394,133638086
29387394,133638056
29509787,133638024
29387394,133637982
29509787,133637925
29509787,133637671
29509787,133637299
29509787,133637252
29509787,133637104
29509787,133636436
29509787,133636415
29509787,133636351
29509787,133635742
29509787,133635736
29387394,133635687
29387394,133635679
29387394,133635611
29387394,133635596
29387394,133635581
29387394,133635563
29387394,133635529
29509787,133635012
29509787,133634863
29509787,133634847
29509787,133634819
29509787,133634763
29509787,133634702
29509787,133634571
29509787,133634565
29509787,133634449
29509787,133634396
29509787,133634193
29509787,133634184
29509787,133634163
29509787,133634156
29509787,133634145
29509787,133634130
29509787,133634096
29509787,133634089
29509787,133633642
29509787,133633612
29509787,133633503
29509787,133633468
29509787,133633356
29509787,133633281
29509787,133633182
29509787,133633161
29509787,133633071
29509787,133632977
29509787,133632872
29509787,133632831
29509787,133632772
29509787,133632725
29509787,133632526
29509787,133631989
29509787,133631943
29509787,133631940
29509787,133631613
29509787,133630666
29509787,133629991
29509787,133629248
29509787,133629139
29509787,133629110
29509787,133629087
29509787,133628973
29509787,133628912
29387394,133628531
29509787,133628267
29387394,133628266
29509787,133628255
29387394,133628162
29509787,133628150
29509787,133628139
29387394,133628102
29509787,133628013
29509787,133627962
29509787,133627950
29509787,133627932
29387394,133627929
29509787,133627844
29387394,133627835
29509787,133627733
29387394,133627715
29387394,133627709
29387394,133627703
29387394,133627692
29387394,133627595
29387394,133627543
29509787,133627509
29387394,133627479
29387394,133627425
29387394,133627322
29509787,133627173
29509787,133626886
29509787,133626789
29509787,133626312
29509787,133625756
29387394,133625701
29509787,133625522
29509787,133625456
29509787,133625447
29509787,133625368
29509787,133625361
29509787,133625259
29509787,133625170
29509787,133625134
29509787,133625079
29509787,133624966
29509787,133624954
29509787,133624935
29387394,133624829
29387394,133624810
29387394,133624786
29387394,133624775
29387394,133624739
29509787,133624698
29509787,133624364
29509787,133624273
29509787,133623967
29509787,133623962
29509787,133623950
29509787,133623918
29509787,133623896
29509787,133623836
29387394,133623832
29387394,133623830
29387394,133623824
29509787,133623818
29387394,133623809
29387394,133623794
29387394,133623773
29509787,133623770
29387394,133623760
29509787,133623744
29387394,133623700
29509787,133623672
29509787,133623661
29509787,133623654
29387394,133623653
29509787,133623652
29509787,133623640
29509787,133623579
29509787,133623568
29509787,133623543
29509787,133623531
29509787,133622928
29509787,133622904
29509787,133622896
29509787,133622891
29509787,133622878
29509787,133622389
29509787,133622371
29509787,133622306
29509787,133622256
29509787,133622082
29509787,133621975
29509787,133621879
29509787,133621850
29509787,133621830
29509787,133621785
29509787,133621537
29509787,133621465
29509787,133621137
29509787,133620833
29509787,133620665
29509787,133620660
29509787,133620657
29509787,133620642
29509787,133620632
29509787,133620620
29509787,133620607
29509787,133620592
29509787,133620583
29509787,133620441
29509787,133620013
29509787,133619978
29509787,133619423
29509787,133618764
29509787,133618625
29509787,133618391
29509787,133617950
29387394,133617938
29387394,133617754
29387394,133617722
29387394,133617342
29387394,133617079
29387394,133616909
29387394,133614030
29509787,133613934
29509787,133613912
29509787,133610780
29509787,133610603
29509787,133610263
29509787,133610235
29509787,133610225
29509787,133610161
29509787,133609904
29509787,133609746
29509787,133609662
29509787,133609423
29509787,133609408
29509787,133609323
29509787,133608740
29509787,133608208
29509787,133608022
29509787,133607136
29509787,133607025
29509787,133607000
29509787,133606019
29509787,133605886
29509787,133604603
29509787,133603935
29509787,133603708
29509787,133603643
29387394,133603377
29509787,133601410
29509787,133600921
29509787,133600877
29509787,133600803
29509787,133599386
29509787,133595628
29509787,133595513
29509787,133595494
29509787,133595474
29509787,133595454
29509787,133595432
29509787,133595428
29509787,133595203
29509787,133595060
29509787,133594740
29509787,133594485
29509787,133594070
29509787,133593647
29509787,133593603
29509787,133593560
29509787,133593416
29509787,133591277
29509787,133591213
29509787,133591189
29509787,133590877
29509787,133590860
29509787,133590647
29509787,133590558
29509787,133590311
29509787,133590230
29509787,133590141
29509787,133590064
29509787,133588581
29509787,133588161
29509787,133587307
29387394,133586051
29509787,133585193
29509787,133585076
29509787,133585039
29509787,133584971
29509787,133584536
29509787,133581772
29509787,133581502
29509787,133581186
29509787,133581170
29509787,133581161
29509787,133581134
29509787,133581112
29509787,133580757
29509787,133580721
29509787,133580690
29509787,133580680
29509787,133580660
29509787,133580627
29509787,133580611
29509787,133580556
29509787,133580538
29509787,133580449
29509787,133580444
29509787,133580251
29509787,133580207
29509787,133580096
29509787,133579498
29509787,133578872
29509787,133578734
29509787,133578534
29509787,133576766
29509787,133576098
29509787,133576078
29509787,133576027
29509787,133575176
29509787,133574590
29509787,133574182
29509787,133573985
29509787,133573883
29509787,133573785
29509787,133572658
29509787,133572577
29509787,133571851
29509787,133571377
29387394,133571155
29387394,133571056
29387394,133571022
29509787,133571001
29387394,133571000
29509787,133570989
29509787,133570971
29509787,133570966
29509787,133570935
29509787,133570928
29509787,133570918
29509787,133570902
29509787,133570875
29509787,133570623
29509787,133570462
29509787,133570420
29509787,133570400
29509787,133570361
29387394,133563064
29387394,133561232
29509787,133556678
29509787,133556643
29509787,133556567
29509787,133555829
29509787,133555807
29509787,133555793
29509787,133555783
29509787,133555774
29509787,133555743
29509787,133555709
29509787,133555690
29509787,133555662
29509787,133555652
29509787,133555604
29509787,133555327
29509787,133555313
29509787,133555183
29509787,133555114
29509787,133552917
29387394,133550124
29387394,133548769
29509787,133543462
29509787,133543378
29509787,133543295
29509787,133542977
29509787,133541996
29509787,133541944
29509787,133541770
29509787,133541627
29509787,133541382
29509787,133541303
29509787,133541184
29509787,133541068
29509787,133540915
29509787,133540835
29509787,133540723
29509787,133540320
29509787,133540123
29509787,133539982
29509787,133539938
29509787,133539707
29509787,133539413
29509787,133539044
29509787,133538571
29509787,133538549
29509787,133538478
29509787,133538286
29509787,133538229
29509787,133538204
29509787,133537856
29509787,133537830
29509787,133537809
29509787,133537773
29509787,133537648
29387394,133537545
29509787,133537487
29509787,133536967
29387394,133536420
29509787,133536279
29509787,133535731
29509787,133535683
29509787,133535297
29509787,133535253
29387394,133533309
29387394,133533280
29387394,133533201
29509787,133531625
29509787,133531425
29509787,133531413
29509787,133531328
29509787,133531307
29509787,133530624
29509787,133530608
29509787,133528955
29509787,133528946
29509787,133528837
29509787,133528759
29509787,133528640
29509787,133528607
29509787,133528590
29509787,133528578
29509787,133528561
29509787,133527712
29509787,133527528
29509787,133527525
29509787,133526822
29509787,133526812
29509787,133526811
29509787,133526678
29509787,133526660
29509787,133526611
29509787,133526496
29509787,133525021
29509787,133524992
29509787,133524931
29509787,133523793
29509787,133523689
29509787,133523674
29509787,133523313
29509787,133522313
29509787,133522275
29509787,133522232
29509787,133522204
29509787,133522171
29509787,133522158
29509787,133522129
29509787,133518030
29509787,133517798
29509787,133517775
29509787,133517766
29509787,133517724
29509787,133517705
29509787,133517684
29509787,133517672
29509787,133517629
29509787,133517607
29509787,133517309
29509787,133516581
29509787,133515520
29509787,133512414
29509787,133512404
29509787,133512000
29509787,133511650
29509787,133511607
29509787,133501223
29509787,133501208
29509787,133501177
29509787,133501077
29509787,133500523
29509787,133500508
29509787,133500384
29509787,133500346
29509787,133500222
29509787,133499462
29509787,133497788
29509787,133497579
29509787,133497537
29509787,133497525
29509787,133497496
29509787,133497441
29509787,133497408
29509787,133497383
29509787,133497197
29509787,133496968
29509787,133493552
29509787,133493271
29509787,133492999
29509787,133492850
29509787,133492282
29509787,133488159
29509787,133488123
29509787,133488114
29509787,133487988
29509787,133487817
29509787,133487807
29509787,133487665
29509787,133484838
29509787,133484161
29509787,133483146
29509787,133482998
29509787,133479277
29509787,133478179
29509787,133477700
29509787,133477620
29509787,133476980
29509787,133476911
29509787,133473047
29509787,133472517
29509787,133472280
29509787,133472037
29509787,133471817
29509787,133471789
29509787,133471621
29509787,133471569
29509787,133469926
29509787,133468652
29509787,133467420
29387394,133467043
29387394,133465493
29509787,133464669
29509787,133464655
29509787,133464451
29509787,133464015
29509787,133463732
29509787,133463632
29509787,133463598
29509787,133463541
29509787,133463237
29509787,133463221
29509787,133463202
29387394,133461250
29509787,133459967
29509787,133459916
29509787,133459891
29509787,133459857
29509787,133459721
29509787,133459699
29509787,133459683
29509787,133457920
29509787,133457649
29509787,133457089
29509787,133457038
29509787,133456972
29509787,133456957
29509787,133456883
29509787,133456807
29509787,133456784
29509787,133456767
29509787,133456744
29509787,133455581
29509787,133455549
29509787,133455532
29509787,133455510
29509787,133454006
29509787,133452659
29509787,133451225
29509787,133451015
29509787,133450953
29509787,133450906
29509787,133450249
29509787,133450031
29509787,133449996
29509787,133449986
29509787,133449960
29509787,133449587
29509787,133449051
29509787,133449039
29509787,133448899
29509787,133448654
29509787,133448641
29509787,133448625
29509787,133448611
29509787,133448599
29509787,133448571
29509787,133447826
29509787,133447069
29509787,133447041
29509787,133447036
29509787,133447007
29509787,133446678
29509787,133446283
29509787,133446268
29509787,133446257
29509787,133446090
29509787,133445780
29509787,133445342
29509787,133445031
29509787,133444836
29509787,133443164
29509787,133441713
29509787,133441672
29509787,133441636
29509787,133441612
29509787,133441336
29509787,133441307
29509787,133441232
29509787,133441158
29509787,133441139
29509787,133441036
29509787,133440920
29509787,133440824
29509787,133440326
29509787,133439046
29509787,133437993
29509787,133437163
29509787,133436992
29509787,133436774
29509787,133436709
29509787,133436524
29509787,133436479
29509787,133436431
29509787,133436374
29509787,133436353
29509787,133436300
29509787,133436284
29509787,133436259
29509787,133436231
29509787,133436203
29509787,133436180
29509787,133436148
29509787,133436102
29509787,133435957
29509787,133435904
29509787,133435854
29509787,133435703
29509787,133435677
29509787,133435402
29509787,133435293
29509787,133434124
29509787,133433934
29509787,133433788
29509787,133433417
29387394,133431970
29509787,133430112
29509787,133430087
29509787,133429722
29509787,133429552
29509787,133429202
29509787,133429078
29509787,133429006
29509787,133428871
29509787,133428761
29509787,133428695
29509787,133428641
29509787,133428621
29509787,133427641
29509787,133427538
29509787,133424152
29509787,133423880
29509787,133422215
29509787,133422134
29509787,133421880
29509787,133420414
29509787,133419866
29387394,133419516
29509787,133419201
29509787,133419141
29509787,133419100
29509787,133418243
29509787,133418128
29509787,133418010
29509787,133417816
29509787,133417596
29509787,133417355
29509787,133416838
29509787,133416479
29509787,133415871
29509787,133415139
29509787,133414154
29509787,133414141
29509787,133414132
29387394,133404800
29387394,133404579
29387394,133403923
29509787,133403601
29509787,133403452
29387394,133403355
29509787,133403211
29387394,133402978
29509787,133402269
29387394,133402162
29509787,133402106
29509787,133401554
29387394,133401081
29387394,133399767
29509787,133398549
29509787,133397883
29509787,133397830
