"posicion","jugador","puntuacion","url"
"1"," MsWarren","245.0001 SP","https://www.thehunter.com/#leaderboards/score/1"
"2"," BobMarleyUOG","244.9607 SP","https://www.thehunter.com/#leaderboards/score/1"
"3"," Accurate_lab_4e0c","244.6455 SP","https://www.thehunter.com/#leaderboards/score/1"
"4"," buzzardsnr","244.6062 SP","https://www.thehunter.com/#leaderboards/score/1"
"5"," Hunter_Blaze","244.3306 SP","https://www.thehunter.com/#leaderboards/score/1"
"6"," bnu12","244.2914 SP","https://www.thehunter.com/#leaderboards/score/1"
"7"," Drew83","244.2521 SP","https://www.thehunter.com/#leaderboards/score/1"
"8"," Ramon28","244.2519 SP","https://www.thehunter.com/#leaderboards/score/1"
"9"," Oukki","244.2517 SP","https://www.thehunter.com/#leaderboards/score/1"
"10"," ros3ndo","244.1732 SP","https://www.thehunter.com/#leaderboards/score/1"
"11"," IowaHunter495","244.1731 SP","https://www.thehunter.com/#leaderboards/score/1"
"12"," apablackmamba09","244.0947 SP","https://www.thehunter.com/#leaderboards/score/1"
"13"," DEN_FAST","244.0159 SP","https://www.thehunter.com/#leaderboards/score/1"
"14"," Whitetailfever","244.0158 SP","https://www.thehunter.com/#leaderboards/score/1"
"15"," Seanbanan","243.8583 SP","https://www.thehunter.com/#leaderboards/score/1"
"16"," NeverSober","243.8188 SP","https://www.thehunter.com/#leaderboards/score/1"
"17"," TucuManko","243.8186 SP","https://www.thehunter.com/#leaderboards/score/1"
"18"," KevinLK","243.7402 SP","https://www.thehunter.com/#leaderboards/score/1"
"19"," Mpar","243.7008 SP","https://www.thehunter.com/#leaderboards/score/1"
"19"," hunterhunters","243.7008 SP","https://www.thehunter.com/#leaderboards/score/1"
"21"," PNWCollin","243.5434 SP","https://www.thehunter.com/#leaderboards/score/1"
"22"," CrownedClown","243.5432 SP","https://www.thehunter.com/#leaderboards/score/1"
"23"," BETEPAH1978","243.5041 SP","https://www.thehunter.com/#leaderboards/score/1"
"24"," luis18125","243.4647 SP","https://www.thehunter.com/#leaderboards/score/1"
"25"," hunter555788","243.4645 SP","https://www.thehunter.com/#leaderboards/score/1"
"26"," FlixsSaymand","243.4255 SP","https://www.thehunter.com/#leaderboards/score/1"
"27"," Jellle","243.4253 SP","https://www.thehunter.com/#leaderboards/score/1"
"28"," Gyd1","243.4249 SP","https://www.thehunter.com/#leaderboards/score/1"
"29"," Digage","243.3858 SP","https://www.thehunter.com/#leaderboards/score/1"
"30"," Noca","243.3464 SP","https://www.thehunter.com/#leaderboards/score/1"
"31"," lukapuka835","243.3463 SP","https://www.thehunter.com/#leaderboards/score/1"
"32"," BTB_POTATO","243.3074 SP","https://www.thehunter.com/#leaderboards/score/1"
"33"," SShotzy","243.2676 SP","https://www.thehunter.com/#leaderboards/score/1"
"33"," Whitehun","243.2676 SP","https://www.thehunter.com/#leaderboards/score/1"
"35"," Haul01","243.2283 SP","https://www.thehunter.com/#leaderboards/score/1"
"36"," MO_LESTERS","243.2282 SP","https://www.thehunter.com/#leaderboards/score/1"
"37"," Lazar122","243.2281 SP","https://www.thehunter.com/#leaderboards/score/1"
"38"," djpking","243.1497 SP","https://www.thehunter.com/#leaderboards/score/1"
"39"," bluebird123","243.1496 SP","https://www.thehunter.com/#leaderboards/score/1"
"39"," marreiros18","243.1496 SP","https://www.thehunter.com/#leaderboards/score/1"
"41"," Stwcowboy","243.1495 SP","https://www.thehunter.com/#leaderboards/score/1"
"42"," thorn7512","243.0708 SP","https://www.thehunter.com/#leaderboards/score/1"
"43"," Linkin119","243.0707 SP","https://www.thehunter.com/#leaderboards/score/1"
"44"," valdec","243.0314 SP","https://www.thehunter.com/#leaderboards/score/1"
"45"," iSukPro","242.9527 SP","https://www.thehunter.com/#leaderboards/score/1"
"46"," Kiwi_2smooth","242.9132 SP","https://www.thehunter.com/#leaderboards/score/1"
"47"," nickola111","242.8740 SP","https://www.thehunter.com/#leaderboards/score/1"
"48"," crosbow","242.8347 SP","https://www.thehunter.com/#leaderboards/score/1"
"49"," INO_Corndog","242.7952 SP","https://www.thehunter.com/#leaderboards/score/1"
"50"," Mrmr123","242.7558 SP","https://www.thehunter.com/#leaderboards/score/1"
"51"," DipThirty1822","242.7167 SP","https://www.thehunter.com/#leaderboards/score/1"
"51"," AureliusInvicta","242.7167 SP","https://www.thehunter.com/#leaderboards/score/1"
"53"," KINGHUNTER4274","242.7165 SP","https://www.thehunter.com/#leaderboards/score/1"
"54"," EasyBreezy1992","242.6772 SP","https://www.thehunter.com/#leaderboards/score/1"
"55"," ashetaga","242.6769 SP","https://www.thehunter.com/#leaderboards/score/1"
"56"," DarkWilson","242.5984 SP","https://www.thehunter.com/#leaderboards/score/1"
"57"," zezimBR","242.5982 SP","https://www.thehunter.com/#leaderboards/score/1"
"58"," rudigga_33","242.4805 SP","https://www.thehunter.com/#leaderboards/score/1"
"59"," Danonkowax3","242.4409 SP","https://www.thehunter.com/#leaderboards/score/1"
"60"," LARANJINHATHEGOAT","242.3625 SP","https://www.thehunter.com/#leaderboards/score/1"
"61"," WazupCroco","242.2049 SP","https://www.thehunter.com/#leaderboards/score/1"
"62"," __CyanideCandy_","242.2046 SP","https://www.thehunter.com/#leaderboards/score/1"
"63"," Connor308","242.2045 SP","https://www.thehunter.com/#leaderboards/score/1"
"64"," StarkyCz","242.1654 SP","https://www.thehunter.com/#leaderboards/score/1"
"65"," Eliksowsky","242.1258 SP","https://www.thehunter.com/#leaderboards/score/1"
"66"," BossHogleg","242.1257 SP","https://www.thehunter.com/#leaderboards/score/1"
"67"," DaganT","242.0866 SP","https://www.thehunter.com/#leaderboards/score/1"
"68"," Camilo4per","242.0474 SP","https://www.thehunter.com/#leaderboards/score/1"
"69"," DarkMatter666","242.0473 SP","https://www.thehunter.com/#leaderboards/score/1"
"70"," rafiaed","242.0078 SP","https://www.thehunter.com/#leaderboards/score/1"
"71"," 10Joker96","241.9292 SP","https://www.thehunter.com/#leaderboards/score/1"
"72"," wutzejaeger","241.8897 SP","https://www.thehunter.com/#leaderboards/score/1"
"73"," nadimof","241.8896 SP","https://www.thehunter.com/#leaderboards/score/1"
"74"," burt23","241.8895 SP","https://www.thehunter.com/#leaderboards/score/1"
"74"," FUMFeliz","241.8895 SP","https://www.thehunter.com/#leaderboards/score/1"
"76"," AEPZER","241.8504 SP","https://www.thehunter.com/#leaderboards/score/1"
"77"," Jerrytb790","241.8500 SP","https://www.thehunter.com/#leaderboards/score/1"
"78"," GuideEmperorJay","241.8107 SP","https://www.thehunter.com/#leaderboards/score/1"
"79"," Abandon2014","241.7323 SP","https://www.thehunter.com/#leaderboards/score/1"
"80"," Nathan22Outdoors","241.6929 SP","https://www.thehunter.com/#leaderboards/score/1"
"81"," dampfrost","241.6928 SP","https://www.thehunter.com/#leaderboards/score/1"
"82"," RIPeace","241.6537 SP","https://www.thehunter.com/#leaderboards/score/1"
"83"," JimbobJonesJr","241.6142 SP","https://www.thehunter.com/#leaderboards/score/1"
"84"," UcarAvcisi","241.5353 SP","https://www.thehunter.com/#leaderboards/score/1"
"85"," BorodaNUR","241.4959 SP","https://www.thehunter.com/#leaderboards/score/1"
"86"," yodakyoda","241.4565 SP","https://www.thehunter.com/#leaderboards/score/1"
"87"," deerstalkerm","241.4175 SP","https://www.thehunter.com/#leaderboards/score/1"
"88"," ILORDLUCAS","241.4174 SP","https://www.thehunter.com/#leaderboards/score/1"
"89"," Hazardous_heart_661","241.3386 SP","https://www.thehunter.com/#leaderboards/score/1"
"90"," Sharp_Bullseye_689","241.3382 SP","https://www.thehunter.com/#leaderboards/score/1"
"91"," YouMustBeCrazy","241.2993 SP","https://www.thehunter.com/#leaderboards/score/1"
"92"," eternalworm","241.2992 SP","https://www.thehunter.com/#leaderboards/score/1"
"93"," tytan34","241.2990 SP","https://www.thehunter.com/#leaderboards/score/1"
"94"," GurraBurra2013","241.1812 SP","https://www.thehunter.com/#leaderboards/score/1"
"95"," ChanUdon","241.1811 SP","https://www.thehunter.com/#leaderboards/score/1"
"96"," Ammon_75","241.1810 SP","https://www.thehunter.com/#leaderboards/score/1"
"97"," Pigsen","241.1416 SP","https://www.thehunter.com/#leaderboards/score/1"
"98"," ZIAN21","241.1023 SP","https://www.thehunter.com/#leaderboards/score/1"
"99"," RJH24","241.0238 SP","https://www.thehunter.com/#leaderboards/score/1"
"100"," BeastlyPoore","241.0237 SP","https://www.thehunter.com/#leaderboards/score/1"
"1"," FuriousDeerHunter","237.5592 SP","https://www.thehunter.com/#leaderboards/score/8"
"2"," booocksi","236.8424 SP","https://www.thehunter.com/#leaderboards/score/8"
"3"," Nikiforovna","234.9528 SP","https://www.thehunter.com/#leaderboards/score/8"
"4"," GatorDaddy456","234.9449 SP","https://www.thehunter.com/#leaderboards/score/8"
"5"," willus","234.8346 SP","https://www.thehunter.com/#leaderboards/score/8"
"6"," OldieBoss","234.6062 SP","https://www.thehunter.com/#leaderboards/score/8"
"7"," vitus","234.4802 SP","https://www.thehunter.com/#leaderboards/score/8"
"8"," 0bars0","234.3938 SP","https://www.thehunter.com/#leaderboards/score/8"
"9"," Baiit","234.3069 SP","https://www.thehunter.com/#leaderboards/score/8"
"9"," MENUA","234.3069 SP","https://www.thehunter.com/#leaderboards/score/8"
"11"," Troiy","233.9134 SP","https://www.thehunter.com/#leaderboards/score/8"
"12"," Pandabianco","233.8112 SP","https://www.thehunter.com/#leaderboards/score/8"
"13"," Pedro_Almeida","233.7718 SP","https://www.thehunter.com/#leaderboards/score/8"
"14"," matacochis1","233.7401 SP","https://www.thehunter.com/#leaderboards/score/8"
"15"," Hunter_jonny","233.6929 SP","https://www.thehunter.com/#leaderboards/score/8"
"16"," HogHunter110","233.6614 SP","https://www.thehunter.com/#leaderboards/score/8"
"16"," Pendy","233.6614 SP","https://www.thehunter.com/#leaderboards/score/8"
"18"," CaptPredator07","233.4567 SP","https://www.thehunter.com/#leaderboards/score/8"
"19"," Jeffreybob","233.4252 SP","https://www.thehunter.com/#leaderboards/score/8"
"19"," spring_moon_1429","233.4252 SP","https://www.thehunter.com/#leaderboards/score/8"
"21"," luckyd0g","233.3306 SP","https://www.thehunter.com/#leaderboards/score/8"
"22"," Zenobios","233.2361 SP","https://www.thehunter.com/#leaderboards/score/8"
"23"," PmiguelPT","232.9528 SP","https://www.thehunter.com/#leaderboards/score/8"
"24"," bluebird123","232.7481 SP","https://www.thehunter.com/#leaderboards/score/8"
"25"," Vector05","232.3937 SP","https://www.thehunter.com/#leaderboards/score/8"
"26"," Kemmmzy","232.3779 SP","https://www.thehunter.com/#leaderboards/score/8"
"27"," Waldorf","232.3150 SP","https://www.thehunter.com/#leaderboards/score/8"
"28"," Wyattpow","232.2836 SP","https://www.thehunter.com/#leaderboards/score/8"
"29"," WooDoo23","231.9290 SP","https://www.thehunter.com/#leaderboards/score/8"
"30"," xXsurprisingxD","231.9213 SP","https://www.thehunter.com/#leaderboards/score/8"
"31"," Grams3","231.9134 SP","https://www.thehunter.com/#leaderboards/score/8"
"32"," SamanthaTraynor9666","231.8899 SP","https://www.thehunter.com/#leaderboards/score/8"
"33"," ApolloCreed33","231.8505 SP","https://www.thehunter.com/#leaderboards/score/8"
"34"," mountianman","231.7639 SP","https://www.thehunter.com/#leaderboards/score/8"
"35"," Derion55","231.6535 SP","https://www.thehunter.com/#leaderboards/score/8"
"36"," sewre123","231.5432 SP","https://www.thehunter.com/#leaderboards/score/8"
"37"," Otto_Lau","231.4882 SP","https://www.thehunter.com/#leaderboards/score/8"
"38"," TenMan","231.3701 SP","https://www.thehunter.com/#leaderboards/score/8"
"39"," espochrom","231.3308 SP","https://www.thehunter.com/#leaderboards/score/8"
"40"," Serbays","231.3307 SP","https://www.thehunter.com/#leaderboards/score/8"
"41"," LV_Chris_04","231.2204 SP","https://www.thehunter.com/#leaderboards/score/8"
"42"," MopkoBka_Bu6paTop","231.1732 SP","https://www.thehunter.com/#leaderboards/score/8"
"42"," RacsoNosredna","231.1732 SP","https://www.thehunter.com/#leaderboards/score/8"
"44"," o0LiTcLiCkEr0o","231.0630 SP","https://www.thehunter.com/#leaderboards/score/8"
"45"," wattthekiller","230.9764 SP","https://www.thehunter.com/#leaderboards/score/8"
"46"," AKGamerX","230.9448 SP","https://www.thehunter.com/#leaderboards/score/8"
"46"," Zierbo","230.9448 SP","https://www.thehunter.com/#leaderboards/score/8"
"48"," bulet","230.8978 SP","https://www.thehunter.com/#leaderboards/score/8"
"49"," zachgames","230.8503 SP","https://www.thehunter.com/#leaderboards/score/8"
"50"," 2MACHUCA1","230.6930 SP","https://www.thehunter.com/#leaderboards/score/8"
"51"," LatinJoker69","230.6458 SP","https://www.thehunter.com/#leaderboards/score/8"
"52"," johnceana","230.5905 SP","https://www.thehunter.com/#leaderboards/score/8"
"53"," Lazar122","230.5196 SP","https://www.thehunter.com/#leaderboards/score/8"
"54"," Femboy_Arni","230.4253 SP","https://www.thehunter.com/#leaderboards/score/8"
"55"," guillehunt","230.4174 SP","https://www.thehunter.com/#leaderboards/score/8"
"56"," Busl","230.3937 SP","https://www.thehunter.com/#leaderboards/score/8"
"57"," jolly_river_6902","230.3778 SP","https://www.thehunter.com/#leaderboards/score/8"
"58"," paul2012","230.3700 SP","https://www.thehunter.com/#leaderboards/score/8"
"59"," ivan2413","230.3699 SP","https://www.thehunter.com/#leaderboards/score/8"
"60"," Strzelec_Selekcyjny02","230.3543 SP","https://www.thehunter.com/#leaderboards/score/8"
"61"," Hunter202108","230.3072 SP","https://www.thehunter.com/#leaderboards/score/8"
"62"," olejohnny","230.2360 SP","https://www.thehunter.com/#leaderboards/score/8"
"63"," Graemski","230.1969 SP","https://www.thehunter.com/#leaderboards/score/8"
"64"," PVSO_99","230.1733 SP","https://www.thehunter.com/#leaderboards/score/8"
"65"," CAMPER_18","230.1180 SP","https://www.thehunter.com/#leaderboards/score/8"
"66"," Miro2012","229.9371 SP","https://www.thehunter.com/#leaderboards/score/8"
"67"," Matty2483","229.9290 SP","https://www.thehunter.com/#leaderboards/score/8"
"68"," rlvmax","229.8426 SP","https://www.thehunter.com/#leaderboards/score/8"
"69"," Hunter_Blaze","229.8424 SP","https://www.thehunter.com/#leaderboards/score/8"
"70"," SPEED_AMZ","229.8034 SP","https://www.thehunter.com/#leaderboards/score/8"
"71"," Russohomer64","229.7876 SP","https://www.thehunter.com/#leaderboards/score/8"
"72"," TrackerPaul","229.7795 SP","https://www.thehunter.com/#leaderboards/score/8"
"73"," bigjohnny100","229.7637 SP","https://www.thehunter.com/#leaderboards/score/8"
"74"," daniel_amorim88","229.7480 SP","https://www.thehunter.com/#leaderboards/score/8"
"75"," dede73","229.7167 SP","https://www.thehunter.com/#leaderboards/score/8"
"76"," PysioZ","229.6928 SP","https://www.thehunter.com/#leaderboards/score/8"
"77"," Lud777","229.6219 SP","https://www.thehunter.com/#leaderboards/score/8"
"78"," codyp","229.6143 SP","https://www.thehunter.com/#leaderboards/score/8"
"79"," fgrhgh","229.5984 SP","https://www.thehunter.com/#leaderboards/score/8"
"80"," KBECT","229.5983 SP","https://www.thehunter.com/#leaderboards/score/8"
"81"," hanshkh","229.5904 SP","https://www.thehunter.com/#leaderboards/score/8"
"82"," Baconlover2199","229.5510 SP","https://www.thehunter.com/#leaderboards/score/8"
"83"," halimasch","229.5116 SP","https://www.thehunter.com/#leaderboards/score/8"
"84"," konavljanin","229.4725 SP","https://www.thehunter.com/#leaderboards/score/8"
"85"," TheBubb","229.4409 SP","https://www.thehunter.com/#leaderboards/score/8"
"85"," ros3ndo","229.4409 SP","https://www.thehunter.com/#leaderboards/score/8"
"87"," Hunt_Addiction","229.4331 SP","https://www.thehunter.com/#leaderboards/score/8"
"88"," Jagergait","229.4017 SP","https://www.thehunter.com/#leaderboards/score/8"
"89"," duraki","229.4016 SP","https://www.thehunter.com/#leaderboards/score/8"
"89"," quandeldingle","229.4016 SP","https://www.thehunter.com/#leaderboards/score/8"
"91"," AKDINHO","229.4015 SP","https://www.thehunter.com/#leaderboards/score/8"
"92"," DoxTheKiller","229.4014 SP","https://www.thehunter.com/#leaderboards/score/8"
"93"," young_sun_446","229.3938 SP","https://www.thehunter.com/#leaderboards/score/8"
"94"," lenck2009","229.3388 SP","https://www.thehunter.com/#leaderboards/score/8"
"95"," qwertypervyi","229.3307 SP","https://www.thehunter.com/#leaderboards/score/8"
"96"," Ryan_Mm","229.3229 SP","https://www.thehunter.com/#leaderboards/score/8"
"97"," Marek1963","229.2834 SP","https://www.thehunter.com/#leaderboards/score/8"
"97"," EddieZA","229.2834 SP","https://www.thehunter.com/#leaderboards/score/8"
"99"," Bij132","229.2048 SP","https://www.thehunter.com/#leaderboards/score/8"
"100"," mastrup","229.1260 SP","https://www.thehunter.com/#leaderboards/score/8"
"1"," MOXIE","174.8039 SP","https://www.thehunter.com/#leaderboards/score/46"
"2"," MadLeeTKG1","174.1677 SP","https://www.thehunter.com/#leaderboards/score/46"
"3"," Sweetie64","172.8110 SP","https://www.thehunter.com/#leaderboards/score/46"
"4"," mortal_3456","172.7819 SP","https://www.thehunter.com/#leaderboards/score/46"
"5"," Anthonyo1000","172.6260 SP","https://www.thehunter.com/#leaderboards/score/46"
"6"," Katcrazy","172.4567 SP","https://www.thehunter.com/#leaderboards/score/46"
"7"," kerjan","172.3787 SP","https://www.thehunter.com/#leaderboards/score/46"
"8"," Lucky","172.2535 SP","https://www.thehunter.com/#leaderboards/score/46"
"9"," duraki","172.0732 SP","https://www.thehunter.com/#leaderboards/score/46"
"10"," Nontypical36","172.0480 SP","https://www.thehunter.com/#leaderboards/score/46"
"11"," alexanderpro1","172.0173 SP","https://www.thehunter.com/#leaderboards/score/46"
"12"," Lor45","171.4717 SP","https://www.thehunter.com/#leaderboards/score/46"
"13"," bjk12345","171.3165 SP","https://www.thehunter.com/#leaderboards/score/46"
"14"," Patchcurtain","170.7110 SP","https://www.thehunter.com/#leaderboards/score/46"
"15"," William_Wick","170.6717 SP","https://www.thehunter.com/#leaderboards/score/46"
"16"," elfadli","170.6685 SP","https://www.thehunter.com/#leaderboards/score/46"
"17"," Paddy2702","170.5244 SP","https://www.thehunter.com/#leaderboards/score/46"
"18"," Hunter_Patrik","170.3827 SP","https://www.thehunter.com/#leaderboards/score/46"
"19"," deerdad1","170.2449 SP","https://www.thehunter.com/#leaderboards/score/46"
"20"," Gerobrug","170.2220 SP","https://www.thehunter.com/#leaderboards/score/46"
"21"," blaster5511","170.2118 SP","https://www.thehunter.com/#leaderboards/score/46"
"22"," WaGersitO","170.1504 SP","https://www.thehunter.com/#leaderboards/score/46"
"23"," arrowmaker","170.0858 SP","https://www.thehunter.com/#leaderboards/score/46"
"24"," mycki38","170.0496 SP","https://www.thehunter.com/#leaderboards/score/46"
"25"," Marloag","169.9331 SP","https://www.thehunter.com/#leaderboards/score/46"
"26"," Loup_ravissant","169.8339 SP","https://www.thehunter.com/#leaderboards/score/46"
"27"," DeadlyTy","169.8047 SP","https://www.thehunter.com/#leaderboards/score/46"
"28"," TracerX","169.7606 SP","https://www.thehunter.com/#leaderboards/score/46"
"29"," RIPeace","169.6189 SP","https://www.thehunter.com/#leaderboards/score/46"
"30"," DAMIAN_RZEPEK","169.4661 SP","https://www.thehunter.com/#leaderboards/score/46"
"31"," Fightwinner_72","169.3457 SP","https://www.thehunter.com/#leaderboards/score/46"
"32"," KingDupir","169.3102 SP","https://www.thehunter.com/#leaderboards/score/46"
"33"," Kadirtrk24","169.2787 SP","https://www.thehunter.com/#leaderboards/score/46"
"34"," kotence961","169.2661 SP","https://www.thehunter.com/#leaderboards/score/46"
"35"," TR_HALIT_243","169.2654 SP","https://www.thehunter.com/#leaderboards/score/46"
"36"," StinkyStimpy","169.1354 SP","https://www.thehunter.com/#leaderboards/score/46"
"37"," _Faultier_","169.0953 SP","https://www.thehunter.com/#leaderboards/score/46"
"38"," Nedbella","168.9890 SP","https://www.thehunter.com/#leaderboards/score/46"
"39"," elkapitan","168.8197 SP","https://www.thehunter.com/#leaderboards/score/46"
"40"," Mall_Cop","168.7063 SP","https://www.thehunter.com/#leaderboards/score/46"
"41"," jfvcnmd","168.5457 SP","https://www.thehunter.com/#leaderboards/score/46"
"42"," marko8812","168.4850 SP","https://www.thehunter.com/#leaderboards/score/46"
"43"," CroKingLaci","168.4843 SP","https://www.thehunter.com/#leaderboards/score/46"
"44"," yenber","168.2465 SP","https://www.thehunter.com/#leaderboards/score/46"
"45"," sewre123","168.2094 SP","https://www.thehunter.com/#leaderboards/score/46"
"46"," joao18vitor","167.9315 SP","https://www.thehunter.com/#leaderboards/score/46"
"47"," Kagus","167.7173 SP","https://www.thehunter.com/#leaderboards/score/46"
"48"," ChacalUY","167.7157 SP","https://www.thehunter.com/#leaderboards/score/46"
"49"," KrolikSlodziaka","167.5646 SP","https://www.thehunter.com/#leaderboards/score/46"
"50"," Instinctive_moon_4dec","167.4661 SP","https://www.thehunter.com/#leaderboards/score/46"
"51"," Pascal63","167.4512 SP","https://www.thehunter.com/#leaderboards/score/46"
"52"," symphosidon","167.3984 SP","https://www.thehunter.com/#leaderboards/score/46"
"53"," G68Stang","167.3535 SP","https://www.thehunter.com/#leaderboards/score/46"
"54"," Tintilvint48","167.2535 SP","https://www.thehunter.com/#leaderboards/score/46"
"55"," Dias1","167.2260 SP","https://www.thehunter.com/#leaderboards/score/46"
"56"," JJMTZG","167.1354 SP","https://www.thehunter.com/#leaderboards/score/46"
"57"," curlyCoyote","167.1346 SP","https://www.thehunter.com/#leaderboards/score/46"
"58"," trak66","167.0969 SP","https://www.thehunter.com/#leaderboards/score/46"
"59"," Hourvari","167.0787 SP","https://www.thehunter.com/#leaderboards/score/46"
"60"," bh8","166.9827 SP","https://www.thehunter.com/#leaderboards/score/46"
"61"," Phantom47475858","166.9457 SP","https://www.thehunter.com/#leaderboards/score/46"
"62"," semper67","166.9441 SP","https://www.thehunter.com/#leaderboards/score/46"
"63"," Kildunne","166.8441 SP","https://www.thehunter.com/#leaderboards/score/46"
"64"," Nuserboy","166.8362 SP","https://www.thehunter.com/#leaderboards/score/46"
"65"," Semocan","166.8339 SP","https://www.thehunter.com/#leaderboards/score/46"
"66"," UrGoldfishGae","166.7614 SP","https://www.thehunter.com/#leaderboards/score/46"
"67"," jean895","166.7299 SP","https://www.thehunter.com/#leaderboards/score/46"
"68"," TimasTurbo","166.5638 SP","https://www.thehunter.com/#leaderboards/score/46"
"69"," mosuRO","166.4205 SP","https://www.thehunter.com/#leaderboards/score/46"
"70"," Graemski","166.4173 SP","https://www.thehunter.com/#leaderboards/score/46"
"71"," DubstepLlama","166.2929 SP","https://www.thehunter.com/#leaderboards/score/46"
"72"," Rhbones","166.2425 SP","https://www.thehunter.com/#leaderboards/score/46"
"73"," CzajaLBL","166.2228 SP","https://www.thehunter.com/#leaderboards/score/46"
"74"," Johanzzon","166.1094 SP","https://www.thehunter.com/#leaderboards/score/46"
"75"," wellison","166.0913 SP","https://www.thehunter.com/#leaderboards/score/46"
"76"," JoeSepp","166.0260 SP","https://www.thehunter.com/#leaderboards/score/46"
"77"," ChaPaHall","165.9811 SP","https://www.thehunter.com/#leaderboards/score/46"
"78"," Aleksei85","165.9110 SP","https://www.thehunter.com/#leaderboards/score/46"
"79"," TexasBuckHunter","165.7858 SP","https://www.thehunter.com/#leaderboards/score/46"
"80"," mark61","165.6606 SP","https://www.thehunter.com/#leaderboards/score/46"
"81"," Venyige","165.6244 SP","https://www.thehunter.com/#leaderboards/score/46"
"82"," finnist","165.6197 SP","https://www.thehunter.com/#leaderboards/score/46"
"83"," weshtoto63","165.3480 SP","https://www.thehunter.com/#leaderboards/score/46"
"84"," DeerHunter94724745","165.3094 SP","https://www.thehunter.com/#leaderboards/score/46"
"85"," vibugi","165.2969 SP","https://www.thehunter.com/#leaderboards/score/46"
"86"," Kalti","165.1890 SP","https://www.thehunter.com/#leaderboards/score/46"
"87"," lukolandia","165.1795 SP","https://www.thehunter.com/#leaderboards/score/46"
"88"," buddy0826","165.1472 SP","https://www.thehunter.com/#leaderboards/score/46"
"89"," cia3","164.9677 SP","https://www.thehunter.com/#leaderboards/score/46"
"90"," SasukePT","164.8992 SP","https://www.thehunter.com/#leaderboards/score/46"
"91"," FORTEKS","164.8449 SP","https://www.thehunter.com/#leaderboards/score/46"
"92"," Heavy_Strider_293","164.8331 SP","https://www.thehunter.com/#leaderboards/score/46"
"93"," Jerdie","164.7874 SP","https://www.thehunter.com/#leaderboards/score/46"
"94"," Bass_King_Btw34","164.7811 SP","https://www.thehunter.com/#leaderboards/score/46"
"95"," hunterhumman","164.7244 SP","https://www.thehunter.com/#leaderboards/score/46"
"96"," zadepam","164.6827 SP","https://www.thehunter.com/#leaderboards/score/46"
"97"," skinbob","164.5882 SP","https://www.thehunter.com/#leaderboards/score/46"
"98"," DipThirty1822","164.5858 SP","https://www.thehunter.com/#leaderboards/score/46"
"99"," pavelz","164.4173 SP","https://www.thehunter.com/#leaderboards/score/46"
"100"," B00BA","164.4016 SP","https://www.thehunter.com/#leaderboards/score/46"
"1"," Julus","128.2669 SP","https://www.thehunter.com/#leaderboards/score/24"
"2"," The_Cat74","127.8646 SP","https://www.thehunter.com/#leaderboards/score/24"
"3"," gilles74110","127.7441 SP","https://www.thehunter.com/#leaderboards/score/24"
"4"," simo1969","127.6465 SP","https://www.thehunter.com/#leaderboards/score/24"
"4"," valdec","127.6465 SP","https://www.thehunter.com/#leaderboards/score/24"
"6"," rickythe3rd","127.6165 SP","https://www.thehunter.com/#leaderboards/score/24"
"7"," p_p","127.5063 SP","https://www.thehunter.com/#leaderboards/score/24"
"8"," Moskal61","127.5016 SP","https://www.thehunter.com/#leaderboards/score/24"
"9"," FRANZ130961","127.4921 SP","https://www.thehunter.com/#leaderboards/score/24"
"10"," AntonHD2","127.3228 SP","https://www.thehunter.com/#leaderboards/score/24"
"11"," Hunter_Blaze","127.2740 SP","https://www.thehunter.com/#leaderboards/score/24"
"12"," thealex1780","127.2236 SP","https://www.thehunter.com/#leaderboards/score/24"
"13"," dogueman","127.1425 SP","https://www.thehunter.com/#leaderboards/score/24"
"14"," Hirsch06","127.0913 SP","https://www.thehunter.com/#leaderboards/score/24"
"15"," Nathan22Outdoors","126.9488 SP","https://www.thehunter.com/#leaderboards/score/24"
"16"," LEYDINA","126.9433 SP","https://www.thehunter.com/#leaderboards/score/24"
"17"," JackemUp24","126.8780 SP","https://www.thehunter.com/#leaderboards/score/24"
"18"," milda60","126.8732 SP","https://www.thehunter.com/#leaderboards/score/24"
"19"," ViErDr","126.8543 SP","https://www.thehunter.com/#leaderboards/score/24"
"20"," carpistes57","126.8213 SP","https://www.thehunter.com/#leaderboards/score/24"
"21"," Simmo73","126.7921 SP","https://www.thehunter.com/#leaderboards/score/24"
"22"," jomatias","126.7614 SP","https://www.thehunter.com/#leaderboards/score/24"
"23"," Goodfella1","126.5181 SP","https://www.thehunter.com/#leaderboards/score/24"
"24"," xOEDragonx","126.4921 SP","https://www.thehunter.com/#leaderboards/score/24"
"25"," guillehunt","126.4606 SP","https://www.thehunter.com/#leaderboards/score/24"
"26"," ERWiiN","126.4449 SP","https://www.thehunter.com/#leaderboards/score/24"
"27"," KERDIK","126.3394 SP","https://www.thehunter.com/#leaderboards/score/24"
"28"," THUNDERFRUIT","126.3189 SP","https://www.thehunter.com/#leaderboards/score/24"
"29"," Farjam","126.2992 SP","https://www.thehunter.com/#leaderboards/score/24"
"30"," Johanzzon","126.2961 SP","https://www.thehunter.com/#leaderboards/score/24"
"31"," Olee92","126.2866 SP","https://www.thehunter.com/#leaderboards/score/24"
"31"," Persilo","126.2866 SP","https://www.thehunter.com/#leaderboards/score/24"
"33"," Ivan_5563","126.2764 SP","https://www.thehunter.com/#leaderboards/score/24"
