"posicion","jugador","puntuacion","url"
"63"," julio2004","252.5984 SP","https://www.thehunter.com/#leaderboards/score/45"
"64"," JackBowzer","252.5590 SP","https://www.thehunter.com/#leaderboards/score/45"
"65"," Matty2483","252.2442 SP","https://www.thehunter.com/#leaderboards/score/45"
"66"," Ramon1996","252.2047 SP","https://www.thehunter.com/#leaderboards/score/45"
"67"," red_Sharpshooter80","252.0079 SP","https://www.thehunter.com/#leaderboards/score/45"
"68"," Erosingo","252.0077 SP","https://www.thehunter.com/#leaderboards/score/45"
"69"," Andybom","251.9685 SP","https://www.thehunter.com/#leaderboards/score/45"
"70"," deerhunt9","251.7717 SP","https://www.thehunter.com/#leaderboards/score/45"
"71"," solmaz38","251.7322 SP","https://www.thehunter.com/#leaderboards/score/45"
"72"," marko8812","251.6929 SP","https://www.thehunter.com/#leaderboards/score/45"
"73"," Bunao","251.5747 SP","https://www.thehunter.com/#leaderboards/score/45"
"74"," av1s_","251.5354 SP","https://www.thehunter.com/#leaderboards/score/45"
"75"," kharrison3839","251.4172 SP","https://www.thehunter.com/#leaderboards/score/45"
"76"," Royalize","251.3777 SP","https://www.thehunter.com/#leaderboards/score/45"
"77"," RAHaugh","251.2992 SP","https://www.thehunter.com/#leaderboards/score/45"
"78"," TahaBaba123123","251.2598 SP","https://www.thehunter.com/#leaderboards/score/45"
"79"," Romss_1","251.2204 SP","https://www.thehunter.com/#leaderboards/score/45"
"80"," ItIsTom","251.1021 SP","https://www.thehunter.com/#leaderboards/score/45"
"81"," Die55","251.0629 SP","https://www.thehunter.com/#leaderboards/score/45"
"81"," Haribo_1stLAN","251.0629 SP","https://www.thehunter.com/#leaderboards/score/45"
"83"," TONHAO1","250.9450 SP","https://www.thehunter.com/#leaderboards/score/45"
"84"," AJR03","250.8269 SP","https://www.thehunter.com/#leaderboards/score/45"
"84"," seva0185","250.8269 SP","https://www.thehunter.com/#leaderboards/score/45"
"86"," startv864","250.8268 SP","https://www.thehunter.com/#leaderboards/score/45"
"87"," Duskotisimojecvece","250.5904 SP","https://www.thehunter.com/#leaderboards/score/45"
"88"," XxMionZiNxX","250.3936 SP","https://www.thehunter.com/#leaderboards/score/45"
"89"," AldemirFerreira","250.3150 SP","https://www.thehunter.com/#leaderboards/score/45"
"90"," AliBird","250.1577 SP","https://www.thehunter.com/#leaderboards/score/45"
"91"," JJMTZG","250.1576 SP","https://www.thehunter.com/#leaderboards/score/45"
"92"," WokenOneZiom","250.0395 SP","https://www.thehunter.com/#leaderboards/score/45"
"93"," mrgedi","249.9607 SP","https://www.thehunter.com/#leaderboards/score/45"
"94"," LeNgLy","249.9212 SP","https://www.thehunter.com/#leaderboards/score/45"
"95"," Splainin2do","249.8031 SP","https://www.thehunter.com/#leaderboards/score/45"
"95"," Jerdie","249.8031 SP","https://www.thehunter.com/#leaderboards/score/45"
"97"," rhino2","249.6458 SP","https://www.thehunter.com/#leaderboards/score/45"
"98"," therapoxy","249.6062 SP","https://www.thehunter.com/#leaderboards/score/45"
"99"," longshot47","249.5668 SP","https://www.thehunter.com/#leaderboards/score/45"
"100"," Russohomer64","249.5276 SP","https://www.thehunter.com/#leaderboards/score/45"
"1"," Chikung","113.5435 SP","https://www.thehunter.com/#leaderboards/score/26"
"2"," Chupacap","113.5040 SP","https://www.thehunter.com/#leaderboards/score/26"
"3"," Hazafi","113.4648 SP","https://www.thehunter.com/#leaderboards/score/26"
"4"," vlados27","113.2676 SP","https://www.thehunter.com/#leaderboards/score/26"
"5"," bulet","113.0316 SP","https://www.thehunter.com/#leaderboards/score/26"
"6"," Javier6324","112.7559 SP","https://www.thehunter.com/#leaderboards/score/26"
"7"," Sebciowo","112.6772 SP","https://www.thehunter.com/#leaderboards/score/26"
"8"," bec","112.6770 SP","https://www.thehunter.com/#leaderboards/score/26"
"9"," Wiesiek_46","112.6379 SP","https://www.thehunter.com/#leaderboards/score/26"
"10"," Rucaa17","112.5984 SP","https://www.thehunter.com/#leaderboards/score/26"
"11"," Helical_Distortion","112.5983 SP","https://www.thehunter.com/#leaderboards/score/26"
"12"," TheNeonGorilla","112.5591 SP","https://www.thehunter.com/#leaderboards/score/26"
"12"," RAHaugh","112.5591 SP","https://www.thehunter.com/#leaderboards/score/26"
"14"," Nockedup","112.5589 SP","https://www.thehunter.com/#leaderboards/score/26"
"15"," SeJIM","112.5197 SP","https://www.thehunter.com/#leaderboards/score/26"
"16"," dede73","112.4409 SP","https://www.thehunter.com/#leaderboards/score/26"
"16"," lenck2009","112.4409 SP","https://www.thehunter.com/#leaderboards/score/26"
"18"," Zdena121","112.4408 SP","https://www.thehunter.com/#leaderboards/score/26"
"19"," hugoogostoso1","112.4014 SP","https://www.thehunter.com/#leaderboards/score/26"
"20"," maicol_XD","112.3624 SP","https://www.thehunter.com/#leaderboards/score/26"
"21"," El_Corneta","112.3623 SP","https://www.thehunter.com/#leaderboards/score/26"
"22"," e_kao","112.3622 SP","https://www.thehunter.com/#leaderboards/score/26"
"23"," Hiawaata","112.3621 SP","https://www.thehunter.com/#leaderboards/score/26"
"23"," husarz77","112.3621 SP","https://www.thehunter.com/#leaderboards/score/26"
"25"," El_Matador55","112.2835 SP","https://www.thehunter.com/#leaderboards/score/26"
"26"," Randjon","112.2834 SP","https://www.thehunter.com/#leaderboards/score/26"
"27"," FraniooSkilz783","112.2440 SP","https://www.thehunter.com/#leaderboards/score/26"
"28"," djpking","112.2049 SP","https://www.thehunter.com/#leaderboards/score/26"
"29"," Lovac23Q","112.2048 SP","https://www.thehunter.com/#leaderboards/score/26"
"29"," NOT10INCHES","112.2048 SP","https://www.thehunter.com/#leaderboards/score/26"
"29"," Pascal63","112.2048 SP","https://www.thehunter.com/#leaderboards/score/26"
"32"," MustacheMax","112.2046 SP","https://www.thehunter.com/#leaderboards/score/26"
"32"," BCKidd","112.2046 SP","https://www.thehunter.com/#leaderboards/score/26"
"34"," UzunTufekli007","112.1652 SP","https://www.thehunter.com/#leaderboards/score/26"
"35"," Jj_Sutherland_","112.1260 SP","https://www.thehunter.com/#leaderboards/score/26"
"36"," Fabionorrea","112.1259 SP","https://www.thehunter.com/#leaderboards/score/26"
"36"," WaGersitO","112.1259 SP","https://www.thehunter.com/#leaderboards/score/26"
"38"," GRAF_DUDKIN","112.1258 SP","https://www.thehunter.com/#leaderboards/score/26"
"39"," Riverowl","112.1257 SP","https://www.thehunter.com/#leaderboards/score/26"
"40"," Ha_KoJleHu_OLenu","112.0867 SP","https://www.thehunter.com/#leaderboards/score/26"
"41"," TohtoriKuolema","112.0865 SP","https://www.thehunter.com/#leaderboards/score/26"
"41"," delicate_Bear_7b47","112.0865 SP","https://www.thehunter.com/#leaderboards/score/26"
"43"," daniilll","112.0475 SP","https://www.thehunter.com/#leaderboards/score/26"
"43"," sikle00","112.0475 SP","https://www.thehunter.com/#leaderboards/score/26"
"45"," CELEKORR","112.0473 SP","https://www.thehunter.com/#leaderboards/score/26"
"46"," caza_alex","112.0472 SP","https://www.thehunter.com/#leaderboards/score/26"
"47"," Angel_D_14","112.0470 SP","https://www.thehunter.com/#leaderboards/score/26"
"48"," gaudencio101","111.9687 SP","https://www.thehunter.com/#leaderboards/score/26"
"49"," Boris2006","111.9686 SP","https://www.thehunter.com/#leaderboards/score/26"
"49"," H3r4l1nd3","111.9686 SP","https://www.thehunter.com/#leaderboards/score/26"
"51"," Saana","111.9684 SP","https://www.thehunter.com/#leaderboards/score/26"
"51"," Toraxe1","111.9684 SP","https://www.thehunter.com/#leaderboards/score/26"
"53"," karton69","111.9292 SP","https://www.thehunter.com/#leaderboards/score/26"
"54"," Paddy2702","111.8901 SP","https://www.thehunter.com/#leaderboards/score/26"
"55"," andregts","111.8899 SP","https://www.thehunter.com/#leaderboards/score/26"
"55"," veiga_thehunte2020","111.8899 SP","https://www.thehunter.com/#leaderboards/score/26"
"57"," Pat055","111.8897 SP","https://www.thehunter.com/#leaderboards/score/26"
"58"," GuideEmperorJay","111.8893 SP","https://www.thehunter.com/#leaderboards/score/26"
"59"," ziRushWaR","111.8504 SP","https://www.thehunter.com/#leaderboards/score/26"
"60"," AlekineGT","111.8110 SP","https://www.thehunter.com/#leaderboards/score/26"
"61"," guillehunt","111.8109 SP","https://www.thehunter.com/#leaderboards/score/26"
"62"," papaas","111.8108 SP","https://www.thehunter.com/#leaderboards/score/26"
"63"," Anthonyo1000","111.7718 SP","https://www.thehunter.com/#leaderboards/score/26"
"64"," gordo1557","111.7716 SP","https://www.thehunter.com/#leaderboards/score/26"
"65"," Uldrod","111.7715 SP","https://www.thehunter.com/#leaderboards/score/26"
"66"," cronoss89","111.7326 SP","https://www.thehunter.com/#leaderboards/score/26"
"67"," xiaojella","111.7324 SP","https://www.thehunter.com/#leaderboards/score/26"
"67"," Giuannidd","111.7324 SP","https://www.thehunter.com/#leaderboards/score/26"
"67"," Mihaly86","111.7324 SP","https://www.thehunter.com/#leaderboards/score/26"
"70"," raulem","111.7323 SP","https://www.thehunter.com/#leaderboards/score/26"
"71"," SilentOne","111.7321 SP","https://www.thehunter.com/#leaderboards/score/26"
"72"," Zvarc","111.7320 SP","https://www.thehunter.com/#leaderboards/score/26"
"73"," Hunter_Blaze","111.6931 SP","https://www.thehunter.com/#leaderboards/score/26"
"74"," nickola111","111.6929 SP","https://www.thehunter.com/#leaderboards/score/26"
"75"," sanzhar_makarov","111.6927 SP","https://www.thehunter.com/#leaderboards/score/26"
"76"," rabbitlover","111.6538 SP","https://www.thehunter.com/#leaderboards/score/26"
"77"," ponal","111.6537 SP","https://www.thehunter.com/#leaderboards/score/26"
"77"," WAKILKADUS","111.6537 SP","https://www.thehunter.com/#leaderboards/score/26"
"79"," mineforkbarncat","111.6536 SP","https://www.thehunter.com/#leaderboards/score/26"
"80"," tekkie52","111.6535 SP","https://www.thehunter.com/#leaderboards/score/26"
"81"," Ravenous_Muzzleloader_706","111.6534 SP","https://www.thehunter.com/#leaderboards/score/26"
"81"," Aerryn","111.6534 SP","https://www.thehunter.com/#leaderboards/score/26"
"83"," williandc","111.6144 SP","https://www.thehunter.com/#leaderboards/score/26"
"84"," Knickster","111.6142 SP","https://www.thehunter.com/#leaderboards/score/26"
"84"," Strong_Chaser_044","111.6142 SP","https://www.thehunter.com/#leaderboards/score/26"
"84"," Apex_Stalker","111.6142 SP","https://www.thehunter.com/#leaderboards/score/26"
"87"," Patchcurtain","111.6139 SP","https://www.thehunter.com/#leaderboards/score/26"
"88"," cold_field_006","111.6138 SP","https://www.thehunter.com/#leaderboards/score/26"
"89"," rickythe3rd","111.5750 SP","https://www.thehunter.com/#leaderboards/score/26"
"90"," borba97","111.5749 SP","https://www.thehunter.com/#leaderboards/score/26"
"90"," sippypen15","111.5749 SP","https://www.thehunter.com/#leaderboards/score/26"
"90"," SusUrsus","111.5749 SP","https://www.thehunter.com/#leaderboards/score/26"
"90"," Slagroompotje","111.5749 SP","https://www.thehunter.com/#leaderboards/score/26"
"94"," Nedko_1534","111.5748 SP","https://www.thehunter.com/#leaderboards/score/26"
"95"," Mato446","111.5747 SP","https://www.thehunter.com/#leaderboards/score/26"
"95"," kitaito","111.5747 SP","https://www.thehunter.com/#leaderboards/score/26"
"97"," mpullmis","111.5746 SP","https://www.thehunter.com/#leaderboards/score/26"
"98"," teby07","111.5355 SP","https://www.thehunter.com/#leaderboards/score/26"
"98"," Cxmpact","111.5355 SP","https://www.thehunter.com/#leaderboards/score/26"
"100"," Howling_Boar_051e","111.5354 SP","https://www.thehunter.com/#leaderboards/score/26"
"1"," BarryPardue","374.1734 SP","https://www.thehunter.com/#leaderboards/score/100"
"2"," SnucklezOne","364.1342 SP","https://www.thehunter.com/#leaderboards/score/100"
"3"," TriggerMike41","364.0941 SP","https://www.thehunter.com/#leaderboards/score/100"
"4"," Bulamatadi","337.7951 SP","https://www.thehunter.com/#leaderboards/score/100"
"5"," Jamhrock","336.2598 SP","https://www.thehunter.com/#leaderboards/score/100"
"6"," Hunter_Blaze","333.7010 SP","https://www.thehunter.com/#leaderboards/score/100"
"7"," poopynutt78","332.4408 SP","https://www.thehunter.com/#leaderboards/score/100"
"8"," veiga_thehunte2020","332.1653 SP","https://www.thehunter.com/#leaderboards/score/100"
"9"," OXOTA_HA_CE3OH","331.6930 SP","https://www.thehunter.com/#leaderboards/score/100"
"10"," DubstepLlama","331.2199 SP","https://www.thehunter.com/#leaderboards/score/100"
"11"," MIRAXERECA","330.6691 SP","https://www.thehunter.com/#leaderboards/score/100"
"12"," Matrix00","330.6298 SP","https://www.thehunter.com/#leaderboards/score/100"
"13"," Luminous_Coyote_715","330.5906 SP","https://www.thehunter.com/#leaderboards/score/100"
"14"," silentkiller99","330.4333 SP","https://www.thehunter.com/#leaderboards/score/100"
"15"," Ardillamente","330.1576 SP","https://www.thehunter.com/#leaderboards/score/100"
"16"," IowaHunter495","330.1574 SP","https://www.thehunter.com/#leaderboards/score/100"
"17"," Air_Fryer","329.2911 SP","https://www.thehunter.com/#leaderboards/score/100"
"18"," Wild_Walrus_025","329.2517 SP","https://www.thehunter.com/#leaderboards/score/100"
"19"," ashetaga","329.2128 SP","https://www.thehunter.com/#leaderboards/score/100"
"20"," joao_alves","329.0945 SP","https://www.thehunter.com/#leaderboards/score/100"
"21"," Javier6324","328.8978 SP","https://www.thehunter.com/#leaderboards/score/100"
"22"," vitor11400","328.7406 SP","https://www.thehunter.com/#leaderboards/score/100"
"23"," karol14111","327.9528 SP","https://www.thehunter.com/#leaderboards/score/100"
"24"," dispel_ducky","327.7163 SP","https://www.thehunter.com/#leaderboards/score/100"
"25"," XxBillyxX12","327.6379 SP","https://www.thehunter.com/#leaderboards/score/100"
"26"," MAGOVACALEIRO","327.5985 SP","https://www.thehunter.com/#leaderboards/score/100"
"27"," Castmaster01","327.5589 SP","https://www.thehunter.com/#leaderboards/score/100"
"28"," OnlyTz","327.4804 SP","https://www.thehunter.com/#leaderboards/score/100"
"29"," Gabriel131","327.4410 SP","https://www.thehunter.com/#leaderboards/score/100"
"30"," MagnataGaming","327.0870 SP","https://www.thehunter.com/#leaderboards/score/100"
"30"," quincyd","327.0870 SP","https://www.thehunter.com/#leaderboards/score/100"
"32"," hondas4life","327.0863 SP","https://www.thehunter.com/#leaderboards/score/100"
"33"," old_Dundee_3d5a","326.8109 SP","https://www.thehunter.com/#leaderboards/score/100"
"34"," gaules","326.7326 SP","https://www.thehunter.com/#leaderboards/score/100"
"35"," dlrys","326.7322 SP","https://www.thehunter.com/#leaderboards/score/100"
"36"," oxquo70","326.6539 SP","https://www.thehunter.com/#leaderboards/score/100"
"37"," Smithers49","326.6140 SP","https://www.thehunter.com/#leaderboards/score/100"
"38"," Exelnut","326.5745 SP","https://www.thehunter.com/#leaderboards/score/100"
"39"," James1243w","326.3783 SP","https://www.thehunter.com/#leaderboards/score/100"
"40"," R_Bruto","326.3777 SP","https://www.thehunter.com/#leaderboards/score/100"
"41"," eternalworm","326.3388 SP","https://www.thehunter.com/#leaderboards/score/100"
"42"," Vistopherson","326.2208 SP","https://www.thehunter.com/#leaderboards/score/100"
"43"," catzncurlz","325.9844 SP","https://www.thehunter.com/#leaderboards/score/100"
"44"," rickythe3rd","325.4727 SP","https://www.thehunter.com/#leaderboards/score/100"
"45"," Zulgeteb","325.1183 SP","https://www.thehunter.com/#leaderboards/score/100"
"46"," LueHawk","325.0787 SP","https://www.thehunter.com/#leaderboards/score/100"
"47"," makson_namerokblat777","324.9609 SP","https://www.thehunter.com/#leaderboards/score/100"
"48"," buckblaster3","324.9605 SP","https://www.thehunter.com/#leaderboards/score/100"
"49"," Xiphoq","324.9214 SP","https://www.thehunter.com/#leaderboards/score/100"
"50"," liboki","324.7244 SP","https://www.thehunter.com/#leaderboards/score/100"
"51"," bodobeutlin","324.6065 SP","https://www.thehunter.com/#leaderboards/score/100"
"52"," Bearhunter210","324.3307 SP","https://www.thehunter.com/#leaderboards/score/100"
"53"," reaper34","323.9763 SP","https://www.thehunter.com/#leaderboards/score/100"
"54"," kninho","323.7003 SP","https://www.thehunter.com/#leaderboards/score/100"
"55"," Rum_Whisperer","323.6217 SP","https://www.thehunter.com/#leaderboards/score/100"
"56"," DeeN123","323.1894 SP","https://www.thehunter.com/#leaderboards/score/100"
"57"," royal_hat_243","323.0706 SP","https://www.thehunter.com/#leaderboards/score/100"
"58"," holdengr","322.9530 SP","https://www.thehunter.com/#leaderboards/score/100"
"59"," wild_Adventurer_485","322.4016 SP","https://www.thehunter.com/#leaderboards/score/100"
"60"," XuMuKaT","322.2831 SP","https://www.thehunter.com/#leaderboards/score/100"
"61"," prao","322.2437 SP","https://www.thehunter.com/#leaderboards/score/100"
"62"," FriedDelhi","322.2048 SP","https://www.thehunter.com/#leaderboards/score/100"
"63"," Lagpo","322.0082 SP","https://www.thehunter.com/#leaderboards/score/100"
"63"," ShadyGun2","322.0082 SP","https://www.thehunter.com/#leaderboards/score/100"
"65"," Bobcat_Billy","321.6927 SP","https://www.thehunter.com/#leaderboards/score/100"
"66"," Delicious_Nature_b713","321.2208 SP","https://www.thehunter.com/#leaderboards/score/100"
"67"," Hondjie","321.0234 SP","https://www.thehunter.com/#leaderboards/score/100"
"68"," Akuliini","320.5907 SP","https://www.thehunter.com/#leaderboards/score/100"
"69"," ivan2413","320.3935 SP","https://www.thehunter.com/#leaderboards/score/100"
"70"," zoechan0893","320.1967 SP","https://www.thehunter.com/#leaderboards/score/100"
"71"," Palas2501","319.8821 SP","https://www.thehunter.com/#leaderboards/score/100"
"72"," pianoo","318.5827 SP","https://www.thehunter.com/#leaderboards/score/100"
"73"," fredd893434","318.2675 SP","https://www.thehunter.com/#leaderboards/score/100"
"74"," DizzyCarnival44","318.0706 SP","https://www.thehunter.com/#leaderboards/score/100"
"75"," PooManWithGun","318.0312 SP","https://www.thehunter.com/#leaderboards/score/100"
"76"," zZzCergeuZzZ","317.5983 SP","https://www.thehunter.com/#leaderboards/score/100"
"77"," montague_ss14","317.5195 SP","https://www.thehunter.com/#leaderboards/score/100"
"78"," Schase76","317.4411 SP","https://www.thehunter.com/#leaderboards/score/100"
"79"," Noble_pond_620","317.3623 SP","https://www.thehunter.com/#leaderboards/score/100"
"80"," gameover336","317.1259 SP","https://www.thehunter.com/#leaderboards/score/100"
"81"," Royalize","316.6145 SP","https://www.thehunter.com/#leaderboards/score/100"
"82"," Blue_Pickle","316.1812 SP","https://www.thehunter.com/#leaderboards/score/100"
"83"," Muley_","316.0631 SP","https://www.thehunter.com/#leaderboards/score/100"
"84"," ogi0517","315.9447 SP","https://www.thehunter.com/#leaderboards/score/100"
"85"," Skullboy1997","315.3940 SP","https://www.thehunter.com/#leaderboards/score/100"
"86"," Lazar122","314.6853 SP","https://www.thehunter.com/#leaderboards/score/100"
"87"," nicolas07270","314.6849 SP","https://www.thehunter.com/#leaderboards/score/100"
"88"," dylan1994","314.5274 SP","https://www.thehunter.com/#leaderboards/score/100"
"89"," Al3x0uille","314.1341 SP","https://www.thehunter.com/#leaderboards/score/100"
"90"," waikRG","314.0551 SP","https://www.thehunter.com/#leaderboards/score/100"
"91"," Cosmoe","313.9371 SP","https://www.thehunter.com/#leaderboards/score/100"
"92"," BeriiDinggle","313.7797 SP","https://www.thehunter.com/#leaderboards/score/100"
"93"," SquirrelFaceJones","313.7009 SP","https://www.thehunter.com/#leaderboards/score/100"
"94"," pointyear","313.0710 SP","https://www.thehunter.com/#leaderboards/score/100"
"95"," KIngfer","312.5198 SP","https://www.thehunter.com/#leaderboards/score/100"
"96"," vova1955","312.4407 SP","https://www.thehunter.com/#leaderboards/score/100"
"97"," joavieirajn","312.2837 SP","https://www.thehunter.com/#leaderboards/score/100"
"98"," Ogruls","312.2442 SP","https://www.thehunter.com/#leaderboards/score/100"
"99"," MusclesMoMo","312.0081 SP","https://www.thehunter.com/#leaderboards/score/100"
"100"," ryan1144","312.0077 SP","https://www.thehunter.com/#leaderboards/score/100"
"1"," CommaderKroger","206.5352 SP","https://www.thehunter.com/#leaderboards/score/0"
"2"," Aliroen","206.1812 SP","https://www.thehunter.com/#leaderboards/score/0"
"3"," Unknown_Hunter_","206.1024 SP","https://www.thehunter.com/#leaderboards/score/0"
"4"," bubt","205.3150 SP","https://www.thehunter.com/#leaderboards/score/0"
"5"," RIPeace","204.6847 SP","https://www.thehunter.com/#leaderboards/score/0"
"6"," Yohshi","203.6614 SP","https://www.thehunter.com/#leaderboards/score/0"
"7"," fformiga","203.5826 SP","https://www.thehunter.com/#leaderboards/score/0"
"8"," cody27","203.5040 SP","https://www.thehunter.com/#leaderboards/score/0"
"9"," M0n3yM4n","203.2679 SP","https://www.thehunter.com/#leaderboards/score/0"
"10"," David_B03","202.9532 SP","https://www.thehunter.com/#leaderboards/score/0"
"11"," DrSquatch","202.7955 SP","https://www.thehunter.com/#leaderboards/score/0"
"12"," Alucard_546","202.6770 SP","https://www.thehunter.com/#leaderboards/score/0"
"13"," ZINIU","202.5985 SP","https://www.thehunter.com/#leaderboards/score/0"
"14"," DasBiel","202.4015 SP","https://www.thehunter.com/#leaderboards/score/0"
"15"," CharismaTheHunter","202.4012 SP","https://www.thehunter.com/#leaderboards/score/0"
"16"," Phenixsdad","202.0863 SP","https://www.thehunter.com/#leaderboards/score/0"
"17"," alpinis","201.8893 SP","https://www.thehunter.com/#leaderboards/score/0"
"18"," neko69","201.7718 SP","https://www.thehunter.com/#leaderboards/score/0"
"19"," Apcidix","201.5747 SP","https://www.thehunter.com/#leaderboards/score/0"
"20"," ashetaga","201.5356 SP","https://www.thehunter.com/#leaderboards/score/0"
"21"," vova1955","201.4566 SP","https://www.thehunter.com/#leaderboards/score/0"
"22"," Breza","201.2992 SP","https://www.thehunter.com/#leaderboards/score/0"
"23"," Basiniz","201.2991 SP","https://www.thehunter.com/#leaderboards/score/0"
"24"," Dusty92","201.2203 SP","https://www.thehunter.com/#leaderboards/score/0"
"25"," Tiokiidy","201.0235 SP","https://www.thehunter.com/#leaderboards/score/0"
"26"," EFB1","201.0233 SP","https://www.thehunter.com/#leaderboards/score/0"
"27"," pirosho","200.8659 SP","https://www.thehunter.com/#leaderboards/score/0"
"28"," Cimmerian","200.8267 SP","https://www.thehunter.com/#leaderboards/score/0"
"29"," dimkata","200.5905 SP","https://www.thehunter.com/#leaderboards/score/0"
"30"," zacaha","200.5120 SP","https://www.thehunter.com/#leaderboards/score/0"
"31"," lechampenois","200.4720 SP","https://www.thehunter.com/#leaderboards/score/0"
"32"," wolfpack508","200.3538 SP","https://www.thehunter.com/#leaderboards/score/0"
"33"," montague_ss14","200.2757 SP","https://www.thehunter.com/#leaderboards/score/0"
"34"," DrugGrga","200.2361 SP","https://www.thehunter.com/#leaderboards/score/0"
"35"," polatkara","200.1970 SP","https://www.thehunter.com/#leaderboards/score/0"
"36"," Rachmat_26","200.1575 SP","https://www.thehunter.com/#leaderboards/score/0"
"37"," Dion3414","200.1181 SP","https://www.thehunter.com/#leaderboards/score/0"
"38"," SheLuvsReaper","200.0787 SP","https://www.thehunter.com/#leaderboards/score/0"
"39"," dede73","200.0785 SP","https://www.thehunter.com/#leaderboards/score/0"
"40"," Kampfzwerg","200.0395 SP","https://www.thehunter.com/#leaderboards/score/0"
"41"," BluebananaJo","199.9608 SP","https://www.thehunter.com/#leaderboards/score/0"
"42"," Simmo73","199.9211 SP","https://www.thehunter.com/#leaderboards/score/0"
"43"," Rodolpho","199.9210 SP","https://www.thehunter.com/#leaderboards/score/0"
"44"," rickythe3rd","199.8426 SP","https://www.thehunter.com/#leaderboards/score/0"
"45"," krava789","199.7634 SP","https://www.thehunter.com/#leaderboards/score/0"
"46"," marko8812","199.6851 SP","https://www.thehunter.com/#leaderboards/score/0"
"46"," karol14111","199.6851 SP","https://www.thehunter.com/#leaderboards/score/0"
"48"," raptor55","199.6455 SP","https://www.thehunter.com/#leaderboards/score/0"
"49"," Jeffreybob","199.5667 SP","https://www.thehunter.com/#leaderboards/score/0"
"50"," KayOnTheHunt","199.5275 SP","https://www.thehunter.com/#leaderboards/score/0"
"51"," AliBird","199.4878 SP","https://www.thehunter.com/#leaderboards/score/0"
"52"," dogueman","199.4095 SP","https://www.thehunter.com/#leaderboards/score/0"
"53"," BigGameHunter2007","199.3700 SP","https://www.thehunter.com/#leaderboards/score/0"
"54"," BarraMatta","199.3698 SP","https://www.thehunter.com/#leaderboards/score/0"
"55"," Alvare77","199.3308 SP","https://www.thehunter.com/#leaderboards/score/0"
"56"," VALIANTALIEN","199.2519 SP","https://www.thehunter.com/#leaderboards/score/0"
"57"," benny09","199.2128 SP","https://www.thehunter.com/#leaderboards/score/0"
"58"," Venyige","199.2126 SP","https://www.thehunter.com/#leaderboards/score/0"
"59"," serega64","199.0946 SP","https://www.thehunter.com/#leaderboards/score/0"
"60"," alexaro","198.9758 SP","https://www.thehunter.com/#leaderboards/score/0"
"61"," coltont","198.9373 SP","https://www.thehunter.com/#leaderboards/score/0"
"62"," DipThirty1822","198.7795 SP","https://www.thehunter.com/#leaderboards/score/0"
"63"," e_kao","198.6221 SP","https://www.thehunter.com/#leaderboards/score/0"
"64"," KAGUGA","198.5823 SP","https://www.thehunter.com/#leaderboards/score/0"
"65"," Soruyo","198.4646 SP","https://www.thehunter.com/#leaderboards/score/0"
"66"," volchena","198.4250 SP","https://www.thehunter.com/#leaderboards/score/0"
"67"," Kujonica","198.3859 SP","https://www.thehunter.com/#leaderboards/score/0"
"68"," romeo156","198.3856 SP","https://www.thehunter.com/#leaderboards/score/0"
"69"," MERCYMISAEL","198.3463 SP","https://www.thehunter.com/#leaderboards/score/0"
"69"," HunterXP","198.3463 SP","https://www.thehunter.com/#leaderboards/score/0"
"71"," JackHolcomb","198.2282 SP","https://www.thehunter.com/#leaderboards/score/0"
"72"," Mato446","198.1100 SP","https://www.thehunter.com/#leaderboards/score/0"
"73"," rough_Gadwall_629","198.0707 SP","https://www.thehunter.com/#leaderboards/score/0"
"74"," catzncurlz","198.0316 SP","https://www.thehunter.com/#leaderboards/score/0"
"75"," KikoCapellari","197.9531 SP","https://www.thehunter.com/#leaderboards/score/0"
"76"," kyniu_777","197.9529 SP","https://www.thehunter.com/#leaderboards/score/0"
"77"," OnlyTz","197.9130 SP","https://www.thehunter.com/#leaderboards/score/0"
"78"," cooldavid","197.8744 SP","https://www.thehunter.com/#leaderboards/score/0"
"79"," Viidarr","197.7956 SP","https://www.thehunter.com/#leaderboards/score/0"
"80"," jgoney1911","197.7951 SP","https://www.thehunter.com/#leaderboards/score/0"
"81"," Xxfishin4lifexX","197.7559 SP","https://www.thehunter.com/#leaderboards/score/0"
"82"," eajra","197.7558 SP","https://www.thehunter.com/#leaderboards/score/0"
"82"," jaavi","197.7558 SP","https://www.thehunter.com/#leaderboards/score/0"
"84"," Nafta","197.7557 SP","https://www.thehunter.com/#leaderboards/score/0"
"85"," bmil","197.7161 SP","https://www.thehunter.com/#leaderboards/score/0"
"86"," Castmaster01","197.6379 SP","https://www.thehunter.com/#leaderboards/score/0"
"87"," tekali","197.6378 SP","https://www.thehunter.com/#leaderboards/score/0"
"87"," rubenvillalvaro","197.6378 SP","https://www.thehunter.com/#leaderboards/score/0"
"89"," Lazar122","197.5988 SP","https://www.thehunter.com/#leaderboards/score/0"
"90"," HankBow","197.5986 SP","https://www.thehunter.com/#leaderboards/score/0"
"90"," Whitetailfever","197.5986 SP","https://www.thehunter.com/#leaderboards/score/0"
"92"," StajkovskiIvan","197.5982 SP","https://www.thehunter.com/#leaderboards/score/0"
"93"," LeanChelo","197.5198 SP","https://www.thehunter.com/#leaderboards/score/0"
"94"," EL_MUNDO_ES_CHICO","197.5193 SP","https://www.thehunter.com/#leaderboards/score/0"
"95"," Ozzy96","197.4803 SP","https://www.thehunter.com/#leaderboards/score/0"
